,loss,mean_absolute_error,accuracy,val_loss,val_mean_absolute_error,val_accuracy
0,0.9406967163085938,0.1117645651102066,0.0,0.6097468137741089,0.1048455759882927,0.0
1,0.8604332804679871,0.11649606376886368,0.0,0.6275051832199097,0.11792149394750595,0.0
