,score
35752,0
6287,4
8051,7
6580,2
30818,0
23238,40
9606,18
16456,3
19070,19
23484,4
12095,35
11263,10
18428,6
21383,727
4899,142
19913,8
24859,5
9529,1
935,36
30442,0
23391,3085
36456,30
32880,4
22830,24
35389,2
11055,1
22325,0
4006,5
1510,68
620,8
32473,1
462,38
11975,18
14710,11
31885,3
24275,1
36185,6
13740,3
2780,1
5770,1
23341,1524
31055,0
28652,0
22826,183
24221,0
8076,7
33858,7
14343,2
20009,8
13261,4
857,18
15219,3
16366,1
29387,1
33172,1
7925,3
9307,0
17510,2
16640,40
21920,15
19384,23
35997,1
7145,0
2856,2
34343,4
245,1
229,2
5738,4
19696,5
8692,2
14565,33
10684,29
16151,0
15289,0
26358,15
5545,1
11312,9
825,4
14607,24
1710,11
25009,3
7400,0
34619,0
18660,8
23993,42
4530,1
33874,5
25090,22
4372,1
32352,0
32905,51
10554,259
33175,4
13798,1824
34899,0
20583,27
22281,17
29467,5
31534,1
5046,54
1417,3
29554,0
12179,269
12049,9
22354,8
23871,69
6803,3
12776,1
23317,210
27287,21
17753,12
13522,144
9017,2
24046,0
5225,2
21643,17
17435,7
16376,4
25142,6
31625,0
23667,599
33021,12
33875,1
27790,5
17323,4
25003,22
14205,19
6212,34
11079,11
24912,79
2262,10
10183,5
468,3
822,81
33241,6
18929,0
30445,0
5447,0
18323,2
22253,40
31875,1
16427,2
28312,6
25334,4
15839,2
31038,1
29041,3
29357,0
3805,8
29770,1
612,7
3564,0
31691,2
28794,0
26764,11
32535,3
11705,117
28983,0
28566,1
21113,6
13521,16
12410,44
8595,9
2311,0
8818,64
32320,1
22992,4
4089,1
5715,1
13295,6
17644,5
13626,114
10978,6
2795,5
30922,12
34417,2
1883,6
24710,2
29667,0
33332,408
33073,209
16510,2
32849,11
18061,1
17383,2
27650,2452
18761,15
10203,812
34100,0
31608,0
22620,14
11131,4
9165,3
14511,198
22168,19
25623,5
1783,17
20358,12
12233,0
6109,13
13160,6
36371,1
15601,0
7114,1
16252,1
23205,11
8532,2
27690,0
1632,7
23398,24
16555,1
18815,3
35220,113
19919,11
27182,13
11636,4
11551,162
28404,26
27022,7
9855,2
27508,6
28098,9
11146,9
36326,0
678,6
379,5
22533,21
20195,64
27316,3
14553,0
30050,3
2618,19
19543,9
27227,4
30184,1
27685,177
11414,99
11797,0
31785,0
23240,7
30454,2
15107,72
29687,1
2435,4
28199,4030
35920,43
29988,0
8885,0
28513,9
2178,2
33284,3
5759,1
1572,15
6737,0
25146,154
19896,0
6222,47
22088,53
1294,13
8344,5
15827,0
12184,1
33977,21
25888,12
31131,1
6353,0
5276,10
25945,4
12929,21
8664,6
8457,21
32983,6
17518,2
21765,0
2721,14
27180,0
3231,2
10262,24
7397,2
30894,8
28764,2
24671,8
10374,10
25093,42
31988,0
30329,8
30523,1
24462,3
34956,83
30693,5
32030,1
35575,1
27477,12
3165,1
24778,4
35666,8
16385,3
32784,4
30747,0
12694,14
9007,1
8148,0
27324,17
27275,21
25799,12
5378,2
5725,0
20859,329
11890,13
25355,5
8659,2
19013,716
27267,3
11540,15
1752,3
3403,8
11216,1173
16276,0
15777,2
194,23
15677,2
29864,1
21800,30
31266,0
33403,215
7478,1
6605,1
1490,81
4655,2
3764,1
33612,139
2970,0
14698,10
8442,6
14814,19
22775,4
5367,3
3743,0
3880,109
25910,9
865,11
34888,6
27279,3
22343,50
12298,0
3770,1
34,6
30020,0
13107,167
24230,0
25922,87
31492,0
12944,2
10861,1
5044,3
30569,3
8669,5
25913,2
11324,21
1548,6
19214,11
17484,9
35882,0
33846,38
35889,5
21969,59
17322,1
28671,0
21335,20
32181,1
32334,1
13482,19
18897,1
1580,95
33842,1929
14306,58
22852,3
36255,0
3406,27
28232,6
13004,7
19735,0
32128,0
31166,1
6171,1
16936,1
8330,0
23404,0
25929,20
35536,4
17454,0
6306,119
20199,27
28136,14
26408,3
23933,13
3971,2
7368,2
30049,1
4268,4
29360,1
28713,0
34466,3
4240,8
9669,7
20081,35
15368,1
551,2
28880,1
5437,4
31294,0
27020,10
16699,2
3411,1
5889,7
22054,11
22212,8
14756,10
30870,1
13218,67
6677,0
5795,9
33337,14
28887,0
34820,2
18417,3
17277,8
24477,1
7933,5
14653,8
19184,0
16368,1
24203,1491
35435,21
2655,2
13176,76
30019,1
17832,2
32207,1
21336,327
9554,0
36244,5
11792,10
30731,0
1317,5
16263,1
24077,40
8245,4
35261,25
13759,12
15867,2
10015,2
8458,2
2098,7
33347,9
30136,2
35630,8
18521,11
33599,7
2969,19
20163,0
21754,0
24505,0
7634,8
13275,740
7218,1
10401,19
13065,5
17526,1
13778,5
8570,2
17186,19
25332,18
25740,12
4128,68
11154,7
17207,1
36062,13
20629,0
28659,1
33458,165
1645,23
13954,11
28882,5
432,70
29422,7
20857,20
11684,0
36030,5
35239,6
20710,2
35617,0
22181,10
24901,13
11587,2172
29202,0
25184,10
2647,138
32230,0
15132,2
1200,7
23424,19
85,7
29385,0
30491,0
17739,11
1338,102
3217,44
9386,5
28915,2
2441,93
4339,2
27328,53
503,2
21265,14
13301,0
17512,0
26188,26
31205,2
27363,0
16139,9
30089,0
20747,29
21493,33
16503,0
5335,8
32133,1
29505,0
36510,2
10243,35
34668,4
4950,6
16793,0
19322,0
7115,4
11771,0
9088,10
16588,1
30360,1
32743,4
35380,11
35892,6
29885,0
15400,6
28201,3
27134,8
20733,12
5602,7
9629,0
73,4
30424,1
5493,5
18045,0
13825,7
3482,33
34166,8
24337,6
7592,2
10869,2
28411,28
579,5
27300,3
7393,0
25359,20
24907,5
1466,2
17716,4
27434,668
27673,15
34913,4
29302,1
14520,2
8257,5
15723,0
27040,6
12525,13
35202,17
31099,3
36440,5594
24063,12
17334,1
19256,17
19020,218
15455,1
8357,26
19243,20
9739,2
5901,0
30970,2
28708,2
8195,3
6115,7
19694,27
10719,0
11245,4
23325,66
24341,120
31586,0
26945,29
29259,97
35541,25
35031,57
16742,5
17218,1
19228,0
1453,8
22389,0
6039,21
10630,0
27710,438
17775,13
6565,1
2684,1
35980,7
24218,41
16595,1
18216,1
28038,38
15958,1
1786,6
24126,377
2936,31
34754,1
25020,0
3978,7
2050,825
4151,7
27081,15
27025,0
9413,5
18932,3
1993,9
6466,9
6477,18
24492,5
20198,0
34018,5
27483,15
12468,14
10572,33
35330,49
8193,1
11460,0
28242,6
4891,7
26210,5
7534,14
13337,0
4396,1
19350,1112
33348,6
28486,295
25529,30
2835,0
12061,29
22646,675
26494,78
5420,5
9844,47
20246,275
1057,10
29013,0
31569,6
23322,2
15636,1
3237,20
32581,2
1266,2
9653,1
2461,9
8681,0
6681,28
32721,73
21555,285
11003,16
32589,0
31794,0
29096,0
19120,340
32054,1
13974,4
28472,17
14190,0
18056,1
6543,48
4520,27
30452,1
15233,2
27539,170
15217,14
18552,16
8066,2
21146,36
3760,3
14833,8
3009,3
19496,0
17312,47
1106,14
18358,2
17504,2
16883,1
22192,207
17481,0
13971,92
11836,21
16747,4
586,2
23518,41
26153,5
22756,0
36393,4
23136,0
6349,3
17096,5
18627,1
32622,6
24818,8
27896,11
15668,0
12501,0
33542,1
7888,27
12424,10
15907,2
22790,124
4463,1
1886,1
32872,5
16047,1
25732,14
25154,5
35387,10
27844,8
926,10
25900,3
2002,113
3105,446
28733,2
12353,35
9966,0
33169,2
24383,8
4854,63
8029,1
31998,1
18857,1
28941,2
10529,1
32745,35
25835,5
17201,1
36098,7
36040,4
19490,24
17573,2
35087,3
16584,1
12517,1
32474,0
15220,2
29296,4
30252,1
5260,4
5364,0
7982,1
17560,1
10789,4
9475,13
28651,1
11010,20
27803,3
32429,0
31356,0
34858,280
18196,2
7180,2
7002,29
13944,10
11869,73
14813,27
23308,3
30953,18
34175,40
25907,35
23254,1
27677,65
22456,8
4092,0
12743,11
5471,1
28034,189
24873,10
17791,1
21506,229
26367,5
9269,17
25087,118
28650,0
12977,27
34059,10
26589,3
3086,16
3374,26
26331,615
20632,5
9987,137
4037,0
11807,2
4804,17
21140,30
17911,5
193,19
30590,1
207,54
17122,0
23499,14
8059,1
12978,1
725,122
33196,1
24127,30
20649,36
22102,6
15816,16
5473,5
28174,11
16398,3
2287,0
29917,3
13943,0
4416,246
24856,7
10698,7
8909,5
784,18
23268,12
36003,0
7977,5
16395,3
28592,174
30707,2
15283,10
19391,576
20947,0
5962,2
35524,0
22152,29
1401,6
13840,675
24520,35
305,5
680,18
34008,5
22178,56
27225,1587
21071,235
4590,1
14448,39
15170,8
11997,394
16573,1
28529,18
9864,0
14100,10
30517,1
5404,19
23365,29
29055,1
10406,2
9189,0
11727,0
1379,9
33580,5
24567,33
21304,24
25410,16
2804,5
17617,1
14648,60
18579,5
35072,6
33265,2
31606,1397
14669,5
16275,0
3129,13
3036,119
25845,286
4023,1
18373,2
12832,959
22154,19
29181,1
4142,39
11426,66
10600,7
13960,0
26885,2
8127,1
18919,1
11489,0
6074,2
14319,0
35091,18
33573,6
19759,19
5408,1
20603,34
8580,0
10082,741
19246,197
15790,5
19715,98
17627,1
11222,26
24852,2
20754,12
26571,0
10989,19
11739,2
30678,1
19682,0
9593,15
13434,8
24690,8
26443,15
7223,5
10736,7
27996,7
33797,3
19831,397
31075,2
31665,0
8613,8
7692,2
15874,0
8923,4
28971,0
10865,21
32538,3
19826,544
14364,0
16698,10
4238,1
28336,11
24830,18
14894,23
6581,2
29428,2
13689,285
7228,0
10518,269
28763,4
126,0
12436,0
6873,1
31685,1
4361,7
23963,14
18320,1
27988,7
29685,1
428,55
28530,45
12754,1982
25686,6
5389,4
3467,9
30895,1
4774,22
258,6
19837,15
31360,4
5722,0
32240,1
35680,6
15570,1
20405,718
5786,25
18720,3
11161,15
9845,2
4706,3
25442,0
29634,1
31500,3
15033,1
5117,3
5828,2
19776,20
29866,1
14199,375
27908,0
36296,2
5539,1
5482,0
32918,3
1872,45
22321,118
27469,9
13666,11
29192,0
11422,1
12329,2
20994,10
31196,1
33053,11
23758,475
1817,13
28330,40
17742,4
6888,1
26493,23
21196,1
8196,23
34553,0
25646,35
9345,0
18465,11
7337,208
30017,0
8713,1
23686,0
5689,273
35520,9
16770,3
10347,55
25540,10
554,2
11936,17
15972,1
32259,1
28802,0
22378,0
28840,1
18727,1
23928,64
4528,7
30334,0
15416,10
1265,579
25989,0
12431,10
14462,22
17586,3
20087,18
21805,2808
19777,60
16756,6
17608,1
17609,3
32514,0
29002,1
2820,5
31487,13
24421,99
1937,10
25536,4
34554,7
27,17
18016,3
20162,23
33610,3
17182,1
21853,0
9982,0
7313,1
3526,3
11408,14
4164,24
23035,39
33328,3
8606,5
20385,24
24807,5
15796,3
1712,168
25380,120
34292,1
17326,2
16972,5
2887,1
11396,18
31316,537
34563,6
33582,43
33254,21
6828,0
25637,5
20500,47
13510,15
7911,2
12969,0
33640,4
24953,33
1845,4
4380,4
20991,0
9874,0
8515,452
21658,25
9971,1274
18802,0
18290,12
16778,1
9371,1
159,1
16174,5
7221,1
25151,24
6000,11
17936,1
32676,166
14032,83
21121,90
24130,244
1755,29
23708,31
21895,12
28750,0
29069,1
1445,3
17147,2
13113,9
3592,13
16999,1
19461,0
12899,5
1519,2
3727,0
26518,14
34816,13
14921,10
12912,10
31738,1
11848,226
13923,2
13803,552
13707,9
114,2
34875,10
12872,0
11834,10
32343,0
5999,2
1414,34
10987,2
32957,3
5546,2
17557,1
33702,0
7805,1
36426,33
6136,3
6263,0
33921,10
28891,1
11681,3
28375,7
12755,186
14387,4
26867,5
21727,38
28008,0
16635,0
2749,117
25863,3
103,13
29949,1
33589,8
14618,36
24968,13
23975,0
5219,2
33924,37
21350,7
9206,0
365,11
32797,5
20403,51
10526,803
6871,1
8869,14
18746,2
1223,6
12254,255
34656,2
32696,10
26070,14
24166,0
7810,0
7974,0
7735,3
30466,1335
31308,97
4274,10
22871,46
32822,66
26017,33
27278,192
28817,1
31233,3
30848,3
32530,1
3910,10
10368,13
11094,0
32257,2
10050,27
16849,1
30872,1
1196,3
11454,5
22223,0
6503,3
7966,20
1345,1
3673,2
32617,2
35569,6
11040,4
33253,23
9878,27
5065,3
5143,0
16853,0
26798,13
34241,32
14670,4
10839,505
20392,70
17161,0
25231,9
34905,0
12143,0
27689,423
20529,1
27870,4
21975,194
8297,15
27467,4
2354,169
23104,20
7117,11
24823,34
36376,27
22614,0
16696,4
3437,25
23054,20
3107,143
32744,5
11451,7
6608,38
23192,588
1514,13
14437,1407
3012,3
31701,3
30996,1
400,2
12718,0
9981,224
1682,4
4262,6
25942,13
3613,27
12203,12
7596,10
28738,0
18931,1
13062,535
9919,12
32651,0
9512,2
7617,1
18505,1
26818,4
24059,250
19324,171
24954,9
23161,11671
15482,1
36472,31
34441,0
29504,2
30343,0
11167,0
31983,5
15062,19
6169,4
2410,59
4963,13
7897,3
15037,1
32665,2
22873,612
23604,8
30057,1
28916,0
25387,11
32336,1
17440,0
2518,1
32250,1
29815,1
9119,30
5083,11
5203,3
7079,2
24648,13
1412,6
439,16
33992,16
13005,167
25197,0
6689,3
20993,0
24020,26
12216,194
30433,1
25772,43
754,3
11119,0
12889,0
28,73
32220,3
25081,4
16732,2
2465,1
1707,5
15305,2
33441,6
21397,97
32769,0
31412,3
36112,10
2363,0
11116,5
1348,15
20326,61
29491,0
19160,870
2848,183
1079,2
12974,8
36533,13
7664,43
24786,0
18009,12
16039,6
4788,9
5656,3
6673,1
2872,0
565,27
27607,22
16179,3
24651,0
13015,1
32269,1
6207,2
23991,19
20179,84
1608,10
2900,53
35371,112
19398,21
36430,21
31109,1
18668,12
22768,34
31826,3
10815,298
16551,7
12167,12
26678,7
18827,3
27681,175
18581,3
9053,12
27331,6
35332,39
35030,19
27184,18
30582,1
952,18
9111,3
8480,1
29658,1
29688,0
5005,3
36294,1
20258,498
11766,15
4930,2
925,2
31406,1
28975,9
23718,19
30328,0
7089,32
29423,1
832,5
34584,5
357,39
20029,37
28658,0
26219,53
23524,6
33920,84
30753,1
17136,4
29197,3
31296,5
8002,1
16251,2
29580,1
11573,751
7003,50
13613,20
12115,8
671,349
11181,17
29793,3
21138,45
24237,320
33994,0
27217,10
10075,4
2428,20
29961,3
20101,352
30925,0
31922,1
23654,11
22548,1
12472,14
23065,26
28044,12
30061,1
21177,4
8813,6
6827,7
31042,0
29268,0
3757,2
34321,73
9690,4
9315,0
36286,3
28793,1
34322,2
25316,29
6977,4
16735,1
34727,9
31045,0
13078,0
5280,0
14152,1
12326,10
24777,0
12629,4
35805,478
31076,3
14382,6
23536,42
9764,2
18450,0
35302,10
30327,0
10255,6
30658,1
21597,675
25170,58
18890,0
27383,50
26646,18
8351,0
11633,120
23894,3
26039,5
12896,1330
4823,22
10828,12
13986,0
30854,1
7774,2
1144,2
32834,1
5784,0
7826,8
1571,10
21917,21
26935,59
510,3
8293,11
9290,4
16848,2
7869,8
1476,11
12827,1247
30874,1
25797,2
9749,0
16563,2
29484,6
36508,0
11757,2
24516,805
15752,3
28571,0
2549,27
2398,2
4908,8
16653,2
4079,4
32235,0
2306,273
29174,2
4553,8
23078,10
20027,108
14581,1199
35037,8
7917,1
5780,2
24085,11
11703,0
11317,3
19871,0
6428,6
29275,2
20738,122
4170,8
34023,0
9693,1
12174,112
2360,4
30646,3
7970,3
32710,19
4382,4
2206,3
18763,4
13276,482
17366,1
1085,18
9916,1
12913,0
14574,3
19640,371
25446,38
6047,4
5992,1
27698,0
5163,0
31426,1
28379,3
23295,22
34249,0
2263,11
34141,5
25616,59
16634,0
7083,2
4705,2
15263,3
35651,8
27619,3
22379,36204
24961,4
19840,24
35267,3
22669,64
805,6
15462,1
8678,2
21406,7
22249,127
16311,3
24418,12
406,17
4583,8
24112,0
27162,31
35040,1
7958,4
15658,8
21264,18
14259,38
17707,1
20520,42
14703,0
23984,5
15945,9
19749,14
24519,11
12660,188
26115,21
27596,11
22893,0
32002,1
8524,11
4329,6
35813,8
11594,2
23151,111
20372,340
283,21
30222,0
23451,6
26397,0
12437,15
27447,37
21150,40
3756,6
5877,3
5153,0
3762,1
22798,13
21454,313
12769,0
22884,0
27639,8
11574,165
6023,38
12637,7
19277,2
31808,2
30811,2
24238,13
2539,3
518,5
27901,9
20477,744
5916,1
31924,0
6068,1
13744,240
14918,3
3150,12
32368,0
35322,4
2318,2
23145,221
11612,6
1278,110
22045,70
3545,7
10695,153
10859,2523
17685,1
15216,3
15284,5
29492,0
3966,31
25704,48
34700,5
24568,3
36511,2
5324,77
31478,0
5192,1
30765,1
15421,1
19421,40
3611,2
33075,8
14856,10
20570,19
18058,4
2408,1
32576,14
5273,25
12496,0
5097,0
28960,5
20056,69
11696,84
20703,34
32549,0
7049,29
1389,2
12722,44
7038,2
29074,1
25180,839
25488,22
10409,773
10966,57
13595,7
5882,204
33745,43
6692,2
34462,0
30384,1
24553,33
5284,0
3458,43
28849,0
4549,1
16020,2
24016,9
8979,0
36036,0
18294,9
31197,5
22683,10
1671,18
5729,3
3894,12
14182,0
11718,0
35500,8
16444,3
14604,10
1128,3
9084,2
17304,1
21612,50
35374,74
33914,0
16629,1
4733,1
9763,1
8054,3
9732,3
14452,13
3502,499
12449,244
35942,3
15534,1
33178,21
22005,32
609,8
26038,14
31333,2
12826,15
11841,16
12605,10
19565,826
18168,3
23188,6
4593,6
18109,1
29501,0
35695,8
14536,7
29312,2
20608,0
31551,0
2218,9
34540,5
36154,13
24583,5
28507,23
3996,5
32966,13
10012,210
11592,27
30404,0
16509,2
27411,8
28641,2
5038,3
31791,0
25363,5
30335,2
2033,2428
31410,0
11164,110
22016,9
4140,113
8666,0
28942,0
8609,4
36516,16
17853,35
27262,2337
15918,3
18189,2
3452,3
7490,0
20181,81
5201,19
35024,83
23830,0
26433,67
16572,4
33469,2
22699,33
13240,0
27945,44
2204,8
4034,2
33537,0
7469,1
13162,24
20323,27
12109,20
26697,0
14246,9
23829,1
12510,72
18110,0
30469,2
27724,2
17027,2
18590,3
33922,24
12157,67
3731,17
32255,3
32241,1
20682,58
23483,58
13531,14
15745,2
15612,7
11239,0
27514,0
22661,2
21210,16
6894,0
31433,3
28424,18
19215,1205
16835,0
14699,75
16256,2
14344,54
20957,94
15495,2
7097,2
2563,3
19736,80
35028,2
34730,7
3180,7
12356,2
808,7
13447,7
20479,99
17163,6
26012,79
353,8
12505,55
34883,2
35669,13
16957,0
26911,3
3748,150
19577,23
8483,0
24642,52
30102,3
20938,15
23017,168
20430,8
24853,7
4714,13
17633,3
3678,21
22923,37
11332,6
35881,4
24125,10
15249,0
10889,346
17506,7
4812,2
8626,3
26742,7
9241,1
32803,14
27977,3
35336,5
10403,30
6324,7
23953,15
5887,44
28595,0
3314,8
7648,4
36338,1
28191,28
36063,11
32979,0
34380,0
19099,19
6806,1
32115,1
15256,1
3283,4
8287,3
33421,3
15360,1
28966,1
31921,1
34942,5
33405,0
10034,5
20343,21
15834,0
2119,18
19375,981
10220,0
22962,563
35742,0
14915,22
9532,2
29549,1
23737,7
14891,10
9661,162
9911,0
8372,3
7367,5
14745,23
16564,2
17646,4
30546,8
27229,5
34457,0
28282,3
30435,1
17310,2
28211,22
5797,2
7573,4
30095,10
33893,2
26510,69
29405,1
26473,3
31943,2
27453,2
22786,23
4926,9
29684,1
30744,2
10823,146
15603,6
26520,33
33562,12
28557,1
16474,15
32612,12
3145,10
8911,5
18083,2
11363,9
22422,41
35570,10
17432,5
7708,2
23978,17
26378,11
7568,2
36433,149
24903,3
27736,4
34488,3
19009,83
7971,0
20068,6
26207,1
5821,3
30889,0
3401,1
5753,2
33283,45
16448,4
15557,1
34805,17
18138,3
17395,1
36382,26
28166,12
1406,0
34389,1
23222,725
33912,8
27031,10
31409,2
30361,1
20262,299
2417,7
29922,2
20851,347
18103,0
12323,101
18872,2
20419,453
1067,0
29525,6
22605,41
19435,6
10074,5
31583,1
9441,3
5937,1
33286,25
3816,4
13099,317
22468,213
1774,3
19131,33
14851,307
11822,0
933,24
22004,47
26881,823
35643,3
17066,7
14043,4
10158,13
15221,3
17250,4
29427,3
11586,7
4045,4
25096,0
13848,15
23449,0
1058,10
35207,0
16345,1
24171,85
3397,13
29897,1
15296,1
33750,6
4901,2
8322,0
36213,13
34661,7
26187,10
24702,0
34653,7
35479,119
14570,0
21182,84
22721,28
11490,13
14015,0
22519,614
7078,0
4047,8
28141,572
24359,176
22240,8
16207,1
19681,306
15885,1
14200,12
9681,2
36363,5
29821,0
19703,11
30785,3
29627,1
7042,0
15519,0
10031,15
15447,0
34896,3
29281,0
26142,2
17501,1
6922,2
6267,5
16081,3
5400,0
24035,31
23448,31
1319,16
22174,17
15124,1
25872,1
199,2
10930,0
2160,20
16320,3
13258,9
224,4
17650,3
32540,3
11358,1021
5716,1
27479,14
25698,4
9831,0
1224,3
20012,475
18354,3
25336,13
19156,15
10961,3
6665,9
27425,11
685,316
11889,209
10746,0
23879,7
10558,0
15104,1
21511,8
10396,1
34712,7
15904,1
8318,5
22206,1
11982,285
15746,2
32841,8
33019,4
1871,3
1875,16
22209,3
20079,79
16530,1
3071,14
4517,25
21850,18
10063,692
26536,5
9841,1
13187,6
33833,68
18566,1
10522,177
20350,75
27349,11
29972,5
23257,16
15460,4
15198,1
11680,0
13426,1
32908,17
2528,1
30103,1
35103,8
11235,17
14775,0
35170,6
23727,63
22327,0
30012,0
27764,0
19353,4
19304,0
35141,30
7265,1
29300,7
4953,4
10755,22
29940,1
5976,2
25037,0
1471,19
29753,0
16083,1
3529,12
14741,4
34000,16
30488,1
18384,0
22570,1485
25127,6
19833,38
2359,38
29243,1
32313,2
26044,5189
17849,2
35381,6
34813,0
3318,15
28079,153
23331,9
29664,0
24990,1
5120,0
35913,3
12502,183
32169,48
31053,1
26829,6
22771,731
21736,14
16593,17
12918,0
26415,22
22867,21
11417,16
2384,1
2230,0
23861,10
18515,3
32316,0
23028,19
9266,5
287,0
23482,9
31560,1
5798,3
35996,2
13131,5
3647,26
1825,23
21687,5
23782,54
11608,25
35178,10
12113,20
2574,31
9408,18
21439,2
13542,0
12772,32
282,6
32736,16
12608,194
5936,15
6821,0
17100,20
5035,9
30903,0
30766,5
32547,1
11186,0
33217,6
27800,9
33778,11
13200,35
11339,7
14127,139
24877,1
18503,0
26454,190
14056,3
23623,1
4301,9
2678,7
10506,47
15328,2
19291,613
30947,1
35590,11
25502,6
12342,0
1713,1
21204,1
18356,1
23971,5
19673,0
17176,1
20712,134
25734,152
4970,11
2681,3
14601,34
15921,1
26734,12
18222,11
24558,15
6312,26
2257,43
32468,0
2702,8
3825,7
24504,13742
32467,2
5712,7
10058,591
33113,0
12433,14
9113,3
10650,26
338,2
12281,42
15005,8
26613,13
30626,2
12565,23
10233,0
11648,0
35344,58
21868,46
20852,57
13480,23
3708,14
9432,1
10530,186
4454,52
31086,6
22397,130
27669,116
170,85
19739,21
26222,7
11673,6
16185,5
19306,2
18426,1
34971,2
24052,105
23473,4
32975,8
29419,2
29270,0
23080,1
27737,35
19371,0
1829,18
28082,2
21931,738
5394,8
6124,1
28351,65
17733,1
23485,32
27545,5
9494,3
28684,0
16341,0
23610,6
16765,3
2345,81
34645,5
29515,1
33251,1
12894,3
27263,68
9920,3
13349,0
16937,5
2703,34
3852,23
31058,1
7806,1
32867,7
3973,4
29118,1
12225,1640
14979,6
34027,132
28394,7
24108,603
1421,5
2596,21
20724,22
22783,135
18886,6
8704,6
9030,774
26988,68
12352,0
11880,3
25270,15
24362,24
4072,0
14695,2
17317,1
30545,1
9135,14
10579,10
9943,14
34233,252
33522,59
29911,2
29594,1
8036,0
998,13
1859,16
19657,0
23697,0
20128,8
26046,805
30866,0
9100,3
19865,0
27420,163
11236,181
30431,1
3080,4
35879,5
885,42
16122,1
799,27
7941,3
13742,92
20334,83
9815,0
3642,4
19216,4
932,3
20540,4
5086,7
15740,7
3449,2444
36080,0
25791,5
29136,2
10068,9
1679,2
28682,1
35844,7
20877,68
31319,2
23435,4
330,5
1778,4
14349,0
9424,6
24285,73
28508,389
3421,34
34528,2
33176,153
33621,3
2,1
3593,3
28468,6
17732,1
32290,8
34541,9
28734,1
22995,1107
19658,658
17360,4
11952,0
6238,0
34856,8
21178,67
32331,1
2743,3
13978,0
4620,13
6592,2
23547,398
30494,0
36187,3
3853,1
15109,10
32614,2
35564,85
20453,6
18506,2
14024,43
7300,3
9768,6
27153,0
1638,5
23276,2
33338,2
14481,2
5674,3
6120,4
7544,43
33513,16
24882,451
31525,1
4841,16
19261,37
35887,11
8069,1
27890,16
2463,1
25775,15
2752,7
13150,7
14508,1
34360,6
26782,4
25027,101
5710,1
18194,0
14906,14
5118,0
36153,0
22125,11
31354,0
11546,74
34399,12
10802,404
33808,8
8719,2
22454,59
1402,12
31174,10
31957,0
13849,0
21678,8
4316,7
105,2
16479,1
22333,267
21442,53
35198,23
25318,18
4085,40
19792,3
24272,2855
18345,0
2429,561
24398,29
23431,9
12489,57
19144,8
16049,5
10279,229
23707,28
29235,1
30342,1
15146,0
31699,0
17945,3
30542,3
27530,77
17667,2
4221,5
36398,1
23766,0
4438,1
27818,530
2706,10
6912,3
10225,6
11184,16
8288,7
523,3
25926,53
4392,3
29329,0
31510,4
14617,32
33302,428
8043,5
10176,0
26667,21
26733,0
27458,0
32186,1
395,6
5240,4
24283,119
18644,0
32191,0
32761,1
30790,2
14829,8
25544,19
28503,41
6614,1
16115,1
745,13
16682,2
23321,81
16672,1
23857,455
8967,4
9596,1
36095,0
25560,85
15749,3
35052,37
26541,11
22603,122
11000,8
7107,3
583,370
14286,0
27645,73
24973,24
18587,8
31219,1
16492,2
29833,22
1231,13
30447,1
5419,3
17384,3
17523,0
13364,1
24266,167
4450,26
11430,0
36019,17
1566,20
20755,19
138,21
1664,25
30985,1
33471,3
29693,1
29149,1
24619,23
23088,13
7654,2
1806,64
20395,29
1561,1
18361,2
29801,1
21586,21
12376,24
29071,1
17307,5
14245,4
20746,29425
5355,3
1221,196
12578,738
10543,3
4146,25
22650,32
24908,71
6016,135
697,2
9989,19
18988,1
28105,4
8385,5
7021,11
31468,6
21084,3
18712,6
22162,5
23126,14
13090,0
8165,1
2341,3
32154,0
16992,5
16794,91
35627,315
20576,116
20680,7
21572,198
8246,0
5072,8
31773,0
26214,3
34112,2
19112,31
19584,0
19983,5
30354,1
57,3
1717,59
7726,9
2123,1
4367,11
22934,43
34284,14
17151,4
8184,288
17610,6
1059,2
10019,9
27238,5
34424,1
19981,24
21701,0
10208,18
28303,25
26241,1381
22883,205
36171,11
9623,1
1494,5
15602,2
10997,6
29451,0
30552,12
2554,2
15486,2
35957,0
19173,95
15863,4
27733,135
5439,1
17228,0
34014,108
34096,3
29749,0
30886,3
9414,3
35083,2
10499,37
34105,7
60,3
